,DescriptorId,DescriptorName,DateCreated,DateRevised,DateEstablished,Descriptor_dcid
252,D000068316,"Parks, Recreational",2015-07-01,2020-06-18,2016-01-01,bio/D000068316
253,D000068336,Warfare and Armed Conflicts,2015-07-01,2019-04-29,2016-01-01,bio/D000068336
254,D000068337,Armed Conflicts,2015-07-01,2017-12-14,2016-01-01,bio/D000068337
255,D000068338,Everolimus,2015-07-01,2015-06-05,2016-01-01,bio/D000068338
256,D000068342,"Aspirin, Dipyridamole Drug Combination",2015-07-01,2016-05-27,2016-01-01,bio/D000068342
257,D000068356,Self-Control,2015-07-10,2015-07-09,2016-01-01,bio/D000068356
258,D000068357,Saline Waters,2015-07-07,2015-07-06,2016-01-01,bio/D000068357
259,D000068376,Compassion Fatigue,2015-07-06,2016-10-14,2016-01-01,bio/D000068376
260,D000068377,Plantaginaceae,2015-07-07,2020-08-13,2016-01-01,bio/D000068377
261,D000068378,Lamiales,2015-07-01,2020-08-13,2016-01-01,bio/D000068378
262,D000068397,Clinical Study,2015-07-01,2015-06-29,2016-01-01,bio/D000068397
263,D000068436,Surgical Clearance,2015-07-01,2019-07-05,2016-01-01,bio/D000068436
264,D000068437,Pemetrexed,2015-07-01,2016-05-31,2016-01-01,bio/D000068437
265,D000068438,Brimonidine Tartrate,2015-07-01,2018-05-21,2016-01-01,bio/D000068438
266,D000068456,Clinical Studies as Topic,2015-07-01,2018-06-29,2016-01-01,bio/D000068456
267,D000068476,Beijing,2015-07-01,2015-05-27,2016-01-01,bio/D000068476
268,D000068516,African Union,2015-07-01,2015-06-29,2016-01-01,bio/D000068516
269,D000068536,Firmicutes,2015-07-07,2020-08-13,2016-01-01,bio/D000068536
270,D000068538,Dutasteride,2015-07-01,2016-05-31,2016-01-01,bio/D000068538
271,D000068543,Calceolariaceae,2015-07-01,2020-08-13,2016-01-01,bio/D000068543
272,D000068556,Interferon beta-1a,2015-07-01,2018-03-01,2016-01-01,bio/D000068556
273,D000068557,Olmesartan Medoxomil,2015-07-01,2018-03-01,2016-01-01,bio/D000068557
274,D000068558,"Amlodipine Besylate, Olmesartan Medoxomil Drug Combination",2015-07-01,2016-05-27,2016-01-01,bio/D000068558
275,D000068576,Interferon beta-1b,2015-07-01,2017-12-14,2016-01-01,bio/D000068576
276,D000068577,Nebivolol,2015-07-01,2016-05-31,2016-01-01,bio/D000068577
277,D000068579,Celecoxib,2015-07-01,2018-04-10,2016-01-01,bio/D000068579
278,D000068580,Varenicline,2015-07-06,2018-06-19,2016-01-01,bio/D000068580
279,D000068581,Tadalafil,2015-07-06,2019-02-22,2016-01-01,bio/D000068581
280,D000068582,Certolizumab Pegol,2015-07-10,2017-04-10,2016-01-01,bio/D000068582
281,D000068597,"Censorship, Research",2015-07-06,2015-06-16,2016-01-01,bio/D000068597
282,D000068598,Data Accuracy,2015-07-10,2018-06-29,2016-01-01,bio/D000068598
283,D000068599,"Brimonidine Tartrate, Timolol Maleate Drug Combination",2015-07-01,2016-05-27,2016-01-01,bio/D000068599
284,D000068600,"Albuterol, Ipratropium Drug Combination",2015-07-01,2016-05-27,2016-01-01,bio/D000068600
285,D000068601,Dual Use Research,2015-07-06,2015-06-16,2016-01-01,bio/D000068601
286,D000068616,Professionalism,2015-07-06,2015-06-26,2016-01-01,bio/D000068616
287,D000068617,Genetic Background,2015-07-01,2019-03-22,2016-01-01,bio/D000068617
288,D000068618,Selective Breeding,2015-07-01,2019-07-05,2016-01-01,bio/D000068618
289,D000068636,Legendary Creatures,2015-07-01,2019-07-05,2016-01-01,bio/D000068636
290,D000068656,Mometasone Furoate,2015-07-10,2016-04-25,2016-01-01,bio/D000068656
291,D000068676,Fallopia multiflora,2015-07-01,2020-08-13,2016-01-01,bio/D000068676
292,D000068677,Sildenafil Citrate,2015-07-10,2016-05-31,2016-01-01,bio/D000068677
293,D000068678,"Emtricitabine, Rilpivirine, Tenofovir Drug Combination",2015-07-01,2016-05-31,2016-01-01,bio/D000068678
294,D000068679,Emtricitabine,2015-07-01,2016-05-31,2016-01-01,bio/D000068679
295,D000068696,Rilpivirine,2015-07-01,2016-05-31,2016-01-01,bio/D000068696
296,D000068698,Tenofovir,2015-07-09,2016-07-05,2016-01-01,bio/D000068698
297,D000068717,Glatiramer Acetate,2015-07-01,2015-06-05,2016-01-01,bio/D000068717
298,D000068718,Rosuvastatin Calcium,2015-07-09,2016-05-31,2016-01-01,bio/D000068718
299,D000068736,Duloxetine Hydrochloride,2015-07-09,2016-05-31,2016-01-01,bio/D000068736
300,D000068737,Tolterodine Tartrate,2015-07-09,2016-05-19,2016-01-01,bio/D000068737
301,D000068756,Valsartan,2015-07-06,2016-06-01,2016-01-01,bio/D000068756
302,D000068757,Ononis,2015-07-01,2020-08-13,2016-01-01,bio/D000068757
303,D000068758,"Mometasone Furoate, Formoterol Fumarate Drug Combination",2015-07-01,2016-05-31,2016-01-01,bio/D000068758
304,D000068759,Formoterol Fumarate,2015-07-10,2015-07-07,2016-01-01,bio/D000068759
305,D000068760,Serotonin and Noradrenaline Reuptake Inhibitors,2015-07-01,2020-05-27,2016-01-01,bio/D000068760
306,D000068776,"Sleep Aids, Pharmaceutical",2015-07-02,2017-12-08,2016-01-01,bio/D000068776
307,D000068796,Orexin Receptor Antagonists,2015-07-02,2020-05-27,2016-01-01,bio/D000068796
308,D000068797,Orexins,2015-07-10,2020-05-27,2016-01-01,bio/D000068797
309,D000068798,Hoodia,2015-07-01,2020-08-13,2016-01-01,bio/D000068798
310,D000068799,Prasugrel Hydrochloride,2015-07-09,2018-07-05,2016-01-01,bio/D000068799
311,D000068800,Etanercept,2015-07-09,2017-12-14,2016-01-01,bio/D000068800
312,D000068801,"Adapalene, Benzoyl Peroxide Drug Combination",2015-07-01,2015-06-16,2016-01-01,bio/D000068801
313,D000068816,Adapalene,2015-07-01,2015-06-16,2016-01-01,bio/D000068816
314,D000068817,Epoetin Alfa,2015-07-01,2015-06-16,2016-01-01,bio/D000068817
315,D000068818,Cetuximab,2015-07-01,2018-07-02,2016-01-01,bio/D000068818
316,D000068819,Hyssopus Plant,2015-07-07,2020-08-13,2016-01-01,bio/D000068819
317,D000068836,Rivastigmine,2015-07-09,2016-05-20,2016-01-01,bio/D000068836
318,D000068837,Parmeliaceae,2015-07-01,2020-08-13,2016-01-01,bio/D000068837
319,D000068838,"Amlodipine, Valsartan Drug Combination",2015-07-01,2019-02-22,2016-01-01,bio/D000068838
320,D000068856,Eugenia,2015-07-07,2020-08-13,2016-01-01,bio/D000068856
321,D000068857,"Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18",2015-07-01,2020-05-27,2016-01-01,bio/D000068857
322,D000068858,Kombucha Tea,2015-07-01,2019-07-08,2016-01-01,bio/D000068858
323,D000068876,Fingolimod Hydrochloride,2015-07-06,2019-06-17,2016-01-01,bio/D000068876
324,D000068877,Imatinib Mesylate,2015-07-09,2016-05-31,2016-01-01,bio/D000068877
325,D000068878,Trastuzumab,2015-07-01,2020-02-06,2016-01-01,bio/D000068878
326,D000068879,Adalimumab,2015-07-01,2017-12-14,2016-01-01,bio/D000068879
327,D000068880,"Isophane Insulin, Human",2015-07-01,2015-06-16,2016-01-01,bio/D000068880
328,D000068881,"Animals, Exotic",2015-07-01,2020-09-02,2016-01-01,bio/D000068881
329,D000068882,Paliperidone Palmitate,2015-07-06,2016-05-31,2016-01-01,bio/D000068882
330,D000068884,Immunosenescence,2015-07-01,2016-06-17,2016-01-01,bio/D000068884
331,D000068896,Canagliflozin,2015-07-01,2018-02-28,2016-01-01,bio/D000068896
332,D000068897,Iridescence,2015-07-10,2015-07-09,2016-01-01,bio/D000068897
333,D000068898,Raltegravir Potassium,2015-07-09,2016-05-31,2016-01-01,bio/D000068898
334,D000068899,"Sitagliptin Phosphate, Metformin Hydrochloride Drug Combination",2015-07-01,2016-05-31,2016-01-01,bio/D000068899
335,D000068900,Sitagliptin Phosphate,2015-07-09,2016-05-31,2016-01-01,bio/D000068900
336,D000068916,Spatial Regression,2015-07-01,2015-06-16,2016-01-01,bio/D000068916
337,D000068936,Theranostic Nanomedicine,2015-07-07,2020-02-21,2016-01-01,bio/D000068936
338,D000068937,Cosmeceuticals,2015-07-01,2020-05-27,2016-01-01,bio/D000068937
339,D000068956,Prisoner Dilemma,2015-07-09,2015-07-08,2016-01-01,bio/D000068956
340,D000068957,"Games, Recreational",2015-07-01,2015-06-16,2016-01-01,bio/D000068957
341,D000068958,Return to Sport,2015-07-01,2015-11-24,2016-01-01,bio/D000068958
342,D000068959,Body Weight Maintenance,2015-07-01,2016-01-15,2016-01-01,bio/D000068959
343,D000068977,Concierge Medicine,2015-07-01,2015-06-16,2016-01-01,bio/D000068977
344,D000068997,Smartphone,2015-07-10,2020-07-06,2016-01-01,bio/D000068997
345,D000068998,Humidifiers,2015-07-06,2019-07-05,2016-01-01,bio/D000068998
346,D000069,Acculturation,1999-01-01,2010-06-25,1966-01-01,bio/D000069
347,D000069036,Insulin Glargine,2015-07-01,2016-05-31,2016-01-01,bio/D000069036
348,D000069056,Lurasidone Hydrochloride,2015-07-09,2016-05-31,2016-01-01,bio/D000069056
349,D000069057,Insulin Detemir,2015-07-01,2017-01-17,2016-01-01,bio/D000069057
350,D000069058,Vardenafil Dihydrochloride,2015-07-10,2016-06-01,2016-01-01,bio/D000069058
351,D000069059,Atorvastatin,2015-07-10,2018-07-02,2016-01-01,bio/D000069059
352,D000069076,"Fractures, Multiple",2015-07-01,2015-05-22,2016-01-01,bio/D000069076
353,D000069077,Memory Consolidation,2015-07-01,2015-05-22,2016-01-01,bio/D000069077
354,D000069078,Seroconversion,2015-07-06,2016-06-23,2016-01-01,bio/D000069078
355,D000069079,Radiation Exposure,2015-07-01,2015-05-22,2016-01-01,bio/D000069079
356,D000069098,Health Smart Cards,2015-07-01,2017-06-30,2016-01-01,bio/D000069098
357,D000069177,Type I Secretion Systems,2015-07-01,2015-06-25,2016-01-01,bio/D000069177
358,D000069178,Type II Secretion Systems,2015-07-01,2015-06-25,2016-01-01,bio/D000069178
359,D000069196,Gastrointestinal Microbiome,2015-07-01,2018-02-28,2016-01-01,bio/D000069196
360,D000069216,Contraceptive Prevalence Surveys,2015-07-07,2017-06-30,2016-01-01,bio/D000069216
361,D000069236,Pericardial Fluid,2015-07-01,2015-06-26,2016-01-01,bio/D000069236
362,D000069237,Arthrocentesis,2015-07-09,2015-07-09,2016-01-01,bio/D000069237
363,D000069258,Thoracentesis,2015-07-09,2015-07-09,2016-01-01,bio/D000069258
364,D000069259,Superficial Musculoaponeurotic System,2015-07-09,2015-07-08,2016-01-01,bio/D000069259
365,D000069261,Podosomes,2015-07-09,2015-07-09,2016-01-01,bio/D000069261
366,D000069262,Plantar Plate,2015-07-09,2017-06-20,2016-01-01,bio/D000069262
367,D000069263,Fallopia,2015-07-07,2020-08-13,2016-01-01,bio/D000069263
368,D000069278,Arterial Switch Operation,2015-07-06,2015-06-22,2016-01-01,bio/D000069278
369,D000069279,Drug Resistant Epilepsy,2015-07-01,2017-02-24,2016-01-01,bio/D000069279
370,D000069280,Electrocorticography,2015-07-01,2015-06-22,2016-01-01,bio/D000069280
371,D000069281,Autoimmune Hypophysitis,2015-07-01,2016-05-31,2016-01-01,bio/D000069281
372,D000069282,Canaliculitis,2015-07-09,2015-07-07,2016-01-01,bio/D000069282
373,D000069283,Rituximab,2015-07-01,2020-05-27,2016-01-01,bio/D000069283
374,D000069284,Protein Translocation Systems,2015-07-06,2015-06-25,2016-01-01,bio/D000069284
375,D000069285,Infliximab,2015-07-01,2017-12-14,2016-01-01,bio/D000069285
376,D000069286,Bortezomib,2015-07-01,2016-05-27,2016-01-01,bio/D000069286
377,D000069287,Capecitabine,2015-07-01,2016-05-27,2016-01-01,bio/D000069287
378,D000069289,Parasite Encystment,2015-07-06,2016-06-17,2016-01-01,bio/D000069289
379,D000069290,Incisional Hernia,2015-07-01,2015-06-26,2016-01-01,bio/D000069290
380,D000069292,Pyroptosis,2015-07-06,2019-05-30,2016-01-01,bio/D000069292
381,D000069293,Plasmablastic Lymphoma,2015-07-09,2015-07-09,2016-01-01,bio/D000069293
382,D000069294,Twin-Arginine-Translocation System,2015-07-01,2015-06-25,2016-01-01,bio/D000069294
383,D000069295,Mammary Analogue Secretory Carcinoma,2015-07-01,2015-06-22,2016-01-01,bio/D000069295
384,D000069296,Type III Secretion Systems,2015-07-01,2015-06-25,2016-01-01,bio/D000069296
385,D000069316,Acne Conglobata,2015-07-01,2015-06-22,2016-01-01,bio/D000069316
386,D000069319,Type IV Secretion Systems,2015-07-01,2015-06-25,2016-01-01,bio/D000069319
387,D000069320,Type V Secretion Systems,2015-07-01,2020-05-27,2016-01-01,bio/D000069320
388,D000069321,Mitochondrial Replacement Therapy,2015-07-01,2015-06-26,2016-01-01,bio/D000069321
389,D000069322,Self Expandable Metallic Stents,2015-07-01,2015-06-22,2016-01-01,bio/D000069322
390,D000069336,Neurovascular Coupling,2015-07-09,2016-06-17,2016-01-01,bio/D000069336
391,D000069337,Fused Kidney,2015-07-01,2015-06-22,2016-01-01,bio/D000069337
392,D000069338,Neuropathology,2015-07-02,2015-07-01,2016-01-01,bio/D000069338
393,D000069339,Trachelectomy,2015-07-01,2015-06-26,2016-01-01,bio/D000069339
394,D000069340,Deprescriptions,2015-07-06,2020-05-27,2016-01-01,bio/D000069340
395,D000069341,Transitional Care,2015-07-01,2018-06-13,2016-01-01,bio/D000069341
396,D000069342,Medical Overuse,2015-07-09,2019-07-08,2016-01-01,bio/D000069342
397,D000069343,Bone-Implant Interface,2015-07-06,2015-06-26,2016-01-01,bio/D000069343
398,D000069347,Erlotinib Hydrochloride,2015-07-10,2016-05-31,2016-01-01,bio/D000069347
399,D000069348,Quetiapine Fumarate,2015-07-09,2018-07-02,2016-01-01,bio/D000069348
400,D000069349,Linezolid,2015-07-01,2016-05-31,2016-01-01,bio/D000069349
401,D000069350,Telerehabilitation,2015-07-01,2018-06-29,2016-01-01,bio/D000069350
402,D000069356,Tympanocentesis,2015-07-07,2015-07-06,2016-01-01,bio/D000069356
403,D000069376,Type VI Secretion Systems,2015-07-01,2015-06-25,2016-01-01,bio/D000069376
404,D000069377,Type VII Secretion Systems,2015-07-01,2020-05-27,2016-01-01,bio/D000069377
405,D000069396,Mitochondrial Ribosomes,2015-07-01,2015-06-25,2016-01-01,bio/D000069396
406,D000069416,Intravital Microscopy,2015-07-01,2015-11-24,2016-01-01,bio/D000069416
407,D000069436,Toxicological Phenomena,2015-07-07,2015-07-06,2016-01-01,bio/D000069436
408,D000069437,Pharmacological Phenomena,2015-07-07,2019-07-01,2016-01-01,bio/D000069437
409,D000069438,Ezetimibe,2015-07-01,2016-05-31,2016-01-01,bio/D000069438
410,D000069439,Dasatinib,2015-07-01,2016-05-28,2016-01-01,bio/D000069439
411,D000069442,Natalizumab,2015-07-06,2015-06-26,2016-01-01,bio/D000069442
412,D000069443,Heptavalent Pneumococcal Conjugate Vaccine,2015-07-01,2020-06-09,2016-01-01,bio/D000069443
413,D000069444,Omalizumab,2015-07-01,2017-06-20,2016-01-01,bio/D000069444
414,D000069445,Atomoxetine Hydrochloride,2015-07-09,2015-07-08,2016-01-01,bio/D000069445
415,D000069446,Atazanavir Sulfate,2015-07-09,2016-07-11,2016-01-01,bio/D000069446
416,D000069447,Tiotropium Bromide,2015-07-09,2016-06-01,2016-01-01,bio/D000069447
417,D000069448,Denosumab,2015-07-01,2017-06-20,2016-01-01,bio/D000069448
418,D000069449,Cinacalcet,2015-07-09,2018-05-22,2016-01-01,bio/D000069449
419,D000069450,Liraglutide,2015-07-01,2018-07-05,2016-01-01,bio/D000069450
420,D000069451,Long Term Adverse Effects,2015-07-01,2015-06-25,2016-01-01,bio/D000069451
421,D000069452,Pathogen-Associated Molecular Pattern Molecules,2015-07-01,2020-05-27,2016-01-01,bio/D000069452
422,D000069453,Ultrasonic Waves,2015-07-09,2015-07-07,2016-01-01,bio/D000069453
423,D000069454,Darunavir,2015-07-01,2016-05-28,2016-01-01,bio/D000069454
424,D000069455,Palivizumab,2015-07-01,2017-04-10,2016-01-01,bio/D000069455
425,D000069456,Silent Mutation,2015-07-01,2015-06-25,2016-01-01,bio/D000069456
426,D000069457,Population Forecast,2015-07-07,2015-07-06,2016-01-01,bio/D000069457
427,D000069458,Ranolazine,2015-07-01,2016-04-26,2016-01-01,bio/D000069458
428,D000069459,"Teas, Herbal",2015-07-01,2019-07-08,2016-01-01,bio/D000069459
429,D000069460,"Teas, Medicinal",2015-07-07,2019-07-08,2016-01-01,bio/D000069460
430,D000069461,Bendamustine Hydrochloride,2015-07-09,2016-05-27,2016-01-01,bio/D000069461
431,D000069462,Dimethyl Fumarate,2015-07-01,2015-06-26,2016-01-01,bio/D000069462
432,D000069463,Olive Oil,2015-07-10,2017-12-08,2016-01-01,bio/D000069463
433,D000069464,Solifenacin Succinate,2015-07-09,2016-05-31,2016-01-01,bio/D000069464
434,D000069465,Febuxostat,2015-07-01,2016-05-31,2016-01-01,bio/D000069465
435,D000069466,Red Meat,2015-07-01,2019-11-06,2016-01-01,bio/D000069466
436,D000069467,Fecal Microbiota Transplantation,2015-07-01,2015-06-25,2016-01-01,bio/D000069467
437,D000069468,Desvenlafaxine Succinate,2015-07-09,2015-07-07,2016-01-01,bio/D000069468
438,D000069469,Medical-Surgical Nursing,2015-07-06,2015-06-30,2016-01-01,bio/D000069469
439,D000069470,Venlafaxine Hydrochloride,2015-07-09,2015-07-07,2016-01-01,bio/D000069470
440,D000069471,Neurosurgeons,2015-07-01,2018-06-29,2016-01-01,bio/D000069471
441,D000069472,Colesevelam Hydrochloride,2015-07-09,2015-07-07,2016-01-01,bio/D000069472
442,D000069473,Radiation Dose Hypofractionation,2015-07-06,2018-11-05,2016-01-01,bio/D000069473
443,D000069474,Sofosbuvir,2015-07-01,2016-05-31,2016-01-01,bio/D000069474
444,D000069475,Re-Irradiation,2015-07-01,2015-06-26,2016-01-01,bio/D000069475
445,D000069476,Linagliptin,2015-07-06,2016-05-31,2016-01-01,bio/D000069476
446,D000069478,Lisdexamfetamine Dimesylate,2015-07-01,2015-06-26,2016-01-01,bio/D000069478
447,D000069479,"Buprenorphine, Naloxone Drug Combination",2015-07-01,2019-03-27,2016-01-01,bio/D000069479
448,D000069480,"Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",2015-07-01,2016-05-31,2016-01-01,bio/D000069480
449,D000069497,Origin of Life,2015-07-07,2017-12-08,2016-01-01,bio/D000069497
450,D000069499,"Ezetimibe, Simvastatin Drug Combination",2015-07-01,2016-05-31,2016-01-01,bio/D000069499
451,D000069501,Abiraterone Acetate,2015-07-09,2016-05-27,2016-01-01,bio/D000069501
452,D000069502,"Budesonide, Formoterol Fumarate Drug Combination",2015-07-01,2016-05-27,2016-01-01,bio/D000069502
453,D000069503,Vilazodone Hydrochloride,2015-07-09,2016-06-01,2016-01-01,bio/D000069503
454,D000069516,International Law,2015-07-01,2015-06-30,2016-01-01,bio/D000069516
455,D000069520,Blog,2015-07-01,2018-07-02,2016-01-01,bio/D000069520
456,D000069537,Adult Day Care Centers,2015-07-06,2019-11-18,2016-01-01,bio/D000069537
457,D000069544,Infectious Encephalitis,2015-07-07,2019-06-18,2016-01-01,bio/D000069544
458,D000069545,"Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",2015-07-01,2020-05-27,2016-01-01,bio/D000069545
459,D000069547,Cobicistat,2015-07-01,2016-05-28,2016-01-01,bio/D000069547
460,D000069549,Ustekinumab,2015-07-01,2017-06-20,2016-01-01,bio/D000069549
461,D000069550,Machine Learning,2015-07-10,2019-04-29,2016-01-01,bio/D000069550
462,D000069551,Environmental Psychology,2015-07-01,2015-07-01,2016-01-01,bio/D000069551
463,D000069552,Rivaroxaban,2015-07-01,2016-05-31,2016-01-01,bio/D000069552
464,D000069553,Supervised Machine Learning,2015-07-06,2017-07-03,2016-01-01,bio/D000069553
465,D000069555,"Injection, Intratympanic",2015-07-01,2015-06-26,2016-01-01,bio/D000069555
466,D000069557,Travoprost,2015-07-01,2015-06-26,2016-01-01,bio/D000069557
467,D000069558,Unsupervised Machine Learning,2015-07-06,2017-07-03,2016-01-01,bio/D000069558
468,D000069559,Loteprednol Etabonate,2015-07-01,2016-05-31,2016-01-01,bio/D000069559
469,D000069576,Health Equity,2015-07-01,2015-06-29,2016-01-01,bio/D000069576
470,D000069577,Morcellation,2015-07-01,2015-06-29,2016-01-01,bio/D000069577
471,D000069578,Waterborne Diseases,2015-07-01,2019-06-17,2016-01-01,bio/D000069578
472,D000069579,Ranibizumab,2015-07-01,2017-04-10,2016-01-01,bio/D000069579
473,D000069580,Bimatoprost,2015-07-01,2015-06-26,2016-01-01,bio/D000069580
474,D000069581,Exposure to Violence,2015-07-01,2015-06-29,2016-01-01,bio/D000069581
475,D000069582,Eszopiclone,2015-07-06,2016-05-31,2016-01-01,bio/D000069582
476,D000069583,Pregabalin,2015-07-01,2015-06-26,2016-01-01,bio/D000069583
477,D000069584,Unilateral Breast Neoplasms,2015-07-09,2018-06-30,2016-01-01,bio/D000069584
478,D000069585,Filgrastim,2015-07-01,2018-07-10,2016-01-01,bio/D000069585
479,D000069586,Adult Survivors of Child Adverse Events,2015-07-01,2015-06-30,2016-01-01,bio/D000069586
480,D000069590,Round Ligaments,2015-07-09,2017-06-20,2016-01-01,bio/D000069590
481,D000069592,Round Ligament of Liver,2015-07-07,2017-06-20,2016-01-01,bio/D000069592
482,D000069593,Round Ligament of Femur,2015-07-07,2017-06-20,2016-01-01,bio/D000069593
483,D000069594,Abatacept,2015-07-01,2020-02-28,2016-01-01,bio/D000069594
484,D000069597,Presenteeism,2015-07-01,2015-06-29,2016-01-01,bio/D000069597
485,D000069599,Crop Production,2015-07-01,2015-06-29,2016-01-01,bio/D000069599
486,D000069600,Plant Breeding,2015-07-01,2015-06-29,2016-01-01,bio/D000069600
487,D000069601,Crop Protection,2015-07-01,2015-06-29,2016-01-01,bio/D000069601
488,D000069602,Working Poor,2015-07-01,2015-06-29,2016-01-01,bio/D000069602
489,D000069603,Sevelamer,2015-07-10,2015-07-09,2016-01-01,bio/D000069603
490,D000069604,Dabigatran,2015-07-10,2016-05-28,2016-01-01,bio/D000069604
491,D000069605,Olopatadine Hydrochloride,2015-07-10,2016-05-31,2016-01-01,bio/D000069605
492,D000069616,Simeprevir,2015-07-10,2016-05-31,2016-01-01,bio/D000069616
493,D000069636,Pedestrians,2015-07-01,2016-07-05,2016-01-01,bio/D000069636
494,D000069756,Undocumented Immigrants,2015-07-07,2020-06-18,2016-01-01,bio/D000069756
495,D000069796,"Adipose Tissue, Beige",2016-07-06,2016-01-15,2017-01-01,bio/D000069796
496,D000069797,"Adipocytes, Beige",2016-07-06,2016-06-16,2017-01-01,bio/D000069797
497,D000069816,SEC Translocation Channels,2016-07-08,2020-05-27,2017-01-01,bio/D000069816
498,D000069836,Degloving Injuries,2016-07-08,2016-06-17,2017-01-01,bio/D000069836
